Mie2 01:00;3
Mie2 01:30;4
Mie2 02:00;4
Mie2 02:30;3
Mie2 03:00;2
Mie2 03:30;2
Mie2 04:00;2
Mie2 04:30;2
Mie2 05:00;2
Mie2 05:30;3
Mie2 06:00;0
Mie2 06:30;0
Mie2 07:00;0
Mie2 07:30;0
Mie2 08:00;0
Mie2 08:30;0
